Flight No.,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,Version Booster,Booster landing,Date,Time,Launch Site,Launch Outcome
106,,Transporter-1,,SSO,SpaceX,,F9 B5B1058.5,Success,24 January 2021,15:00,CCSFS,"Success
"
